"COD","GINI","TX_HOMICIDIO","TX_SUICIDIO","EXPORTACAO_PERCAPITA","POUPANCA_PERCAPITA","ARRECADACAO_TOTAL_IMPOSTOS_PERCAPITA","DESP_CIENCIA_TEC_PERCAPITA","VALOR_TOTAL_BF_PERCAPITA","DESP_LEGISLATIVO_PERCAPITA","RECEITA_IPTU_PERCAPITA","COTA_PARTE_FPM_PERCAPITA","DESP_SAUDE_SANEAMENTO_PERCAPITA","OPERACOES_CREDITO_PERCAPITA"
1504208,0.58,231.9,24.85,5856.94630308442,0.901942809923792,399.03533597693,0.383544251556093,37.7616130085205,150.973227480274,41.3002297651698,497.373464749206,1172.76313450867,5.21525608727313
1504307,0.59,11.55,7.7,NA,0.147096007528809,11.4801934286879,NA,100.398790959147,70.8017207654692,1.25845211967194,1073.72126795272,981.194136536907,0.673148093903219
1504406,0.54,0,7.53,NA,0.245731940500098,19.0477535997925,NA,80.214729236443,79.4039062205999,6.80066608963986,1049.39656982652,760.562575546607,1.30705884458535
1504422,0.42,50.99,5.37,151.125428277497,0.347092696213276,157.548631656597,NA,78.9286666368475,81.1582441293555,32.4921594131592,641.462335644317,817.944756988863,1.48927391562267
1504455,0.61,47.98,3.69,NA,0.602059870262815,148.711575134824,NA,103.929393961763,105.683486380749,5.97829740902045,1176.24840628922,909.552683989075,1.44944938676558
1504505,0.55,10.76,0,NA,0.051808860454252,28.3620089777482,NA,92.2536853054051,68.6836792080628,0.104891503174205,1000.16552670277,675.204229762204,0.394459313957089
1504604,0.58,55.15,7.35,208.827928524156,0.0750332211015442,30.6628759367228,NA,83.6004117949849,87.8967512317082,0.300502610486065,1171.75065519523,733.608063460549,0.147731486252081
1504703,0.63,47.57,5.95,491.457250219992,0.31570416274392,76.9366184514308,NA,83.6888838680524,NA,NA,NA,NA,0.81658146894258
1504752,NA,0,12.77,NA,NA,NA,NA,67.0345091698226,83.7032594357687,1.50223564954683,847.55101910557,632.352666695034,NA
1504802,0.59,11.66,11.66,NA,0.403386116870169,33.7055635923682,NA,67.5428414317137,60.8422537159235,3.47672132240219,730.191498033727,915.206596514031,1.7910518515861
