"COD","INDICADOR_REND_P_FUND","SAEB_MEDIA_FUND","IDEB_2021_FUND","INDICADOR_REND_P_ENS_MEDIO","SAEB_MEDIA_ENS_MEDIO","IDEB_2021_ENS_MEDIO"
1100130,"0.994377","4.73392","4.7","0.880899","4.378472","3.9"
1100148,"1","6.082191","6.1","0.820361","-","-"
1100155,"0.994992","5.426901","5.4","0.853128","4.845717","4.1"
1100189,"0.998797","5.742588","5.7","0.886824","5.012099","4.4"
1100205,"0.992983","5.424001","5.4","0.844596","4.456487","3.8"
1100254,"0.990156","5.377761","5.3","0.972262","4.247213","4.1"
1100262,"0.974071","-","-","0.97003","-","-"
1100288,"0.995793","5.63959","5.6","0.967205","4.775259","4.6"
1100296,"1","6.254104","6.3","1","-","-"
1100304,"0.983312","5.637291","5.5","0.770204","4.692224","3.6"
1100320,"0.997596","-","-","0.993618","-","-"
1100338,"0.952201","4.878942","4.6","0.918844","4.152149","3.8"
1100346,"0.991672","5.218613","5.2","0.938385","-","-"
1100379,"0.983102","5.209703","5.1","0.890764","-","-"
1100403,"0.959632","-","-","0.891657","-","-"
1100452,"0.989192","4.935218","4.9","0.877574","4.243792","3.7"
1100502,"1","5.425203","5.4","1","4.580673","4.6"
1100601,"0.997168","-","-","0.988938","4.427663","4.4"
1100700,"0.997389","5.493379","5.5","0.806739","4.218813","3.4"
1100809,"0.949477","5.074482","4.8","0.919996","4.392288","4"
1100908,"-","-","-","1","3.828676","3.8"
1100924,"1","-","-","0.919833","3.903083","3.6"
1100940,"0.991168","-","-","0.771213","-","-"
1101005,"0.973642","5.56057","5.4","0.96971","4.301046","4.2"
1101104,"0.998794","5.167106","5.2","0.950037","-","-"
1101203,"0.992711","5.426899","5.4","0.951907","-","-"
1101302,"0.968423","5.192028","5","0.811789","-","-"
1101401,"0.886016","-","-","0.922729","4.469474","4.1"
1101435,"0.988677","-","-","0.792281","-","-"
1101450,"0.964958","-","-","0.802207","-","-"
1101468,"1","5.364377","5.4","0.860717","-","-"
1101476,"0.992312","-","-","0.969455","-","-"
1101484,"0.993945","5.278404","5.2","0.888918","4.161879","3.7"
1101492,"0.996784","5.044686","5","0.864522","-","-"
1101500,"0.993904","5.029397","5","1","-","-"
1101559,"0.969017","5.003803","4.8","0.933887","-","-"
1101609,"1","5.407413","5.4","0.975898","-","-"
1101708,"0.997188","5.166062","5.2","0.906209","-","-"
1101757,"0.887732","-","-","0.914941","4.246094","3.9"
1101807,"0.985647","5.021836","4.9","0.980552","-","-"
1200013,"0.996386","5.239497","5.2","0.688116","-","-"
1200054,"0.941734","4.897929","4.6","0.910533","-","-"
1200104,"0.997399","5.813337","5.8","0.965929","-","-"
1200138,"0.979755","-","-","0.9102","-","-"
1200179,"0.980055","-","-","0.83204","3.982762","3.3"
1200203,"0.979796","5.465945","5.4","0.850704","4.440888","3.8"
1200252,"0.998794","5.316282","5.3","0.909418","4.373395","4"
1200302,"0.900911","5.731691","5.2","0.927825","4.322082","4"
1200328,"0.981648","4.7892","4.7","0.884057","-","-"
1200336,"0.958877","4.705559","4.5","0.896981","4.00644","3.6"
1200344,"0.912071","5.205459","4.7","1","-","-"
1200351,"0.955893","-","-","0.827253","-","-"
1200385,"0.921953","5.352235","4.9","0.85479","-","-"
1200393,"0.98194","4.369001","4.3","0.960702","-","-"
1200401,"0.962625","5.95652","5.7","0.863313","4.650298","4"
1200427,"0.984513","4.819194","4.7","0.892954","-","-"
1200435,"0.975993","3.158159","3.1","0.891284","3.203569","2.9"
1200450,"0.947219","5.701596","5.4","0.889177","4.606759","4.1"
1200500,"0.889008","5.752822","5.1","0.712185","-","-"
1200609,"0.928111","5.13033","4.8","0.856547","-","-"
1200708,"0.925486","5.503314","5.1","0.797533","-","-"
1200807,"0.956789","5.213549","5","0.870691","3.895205","3.4"
1300029,"0.929318","4.846811","4.5","0.930743","3.467348","3.2"
1300060,"0.961822","4.864845","4.7","0.889824","3.356443","3"
1300086,"0.988607","5.091457","5","0.998663","3.652405","3.6"
1300102,"0.974282","5.131094","5","0.996661","4.035688","4"
1300144,"0.916475","5.845185","5.4","0.982991","4.166533","4.1"
1300201,"0.984198","4.090834","4","0.727755","3.075511","2.2"
1300300,"0.898838","5.138398","4.6","0.821575","-","-"
1300409,"0.928535","5.356484","5","0.871501","3.791951","3.3"
1300508,"0.968169","4.556009","4.4","0.871275","3.551737","3.1"
1300607,"0.956725","4.917527","4.7","0.87382","3.159065","2.8"
1300631,"0.975171","5.605044","5.5","0.898077","3.903055","3.5"
1300680,"0.938736","4.560629","4.3","0.875303","3.564736","3.1"
1300706,"0.976969","5.57779","5.4","0.934957","3.819125","3.6"
1300805,"0.991561","4.740002","4.7","0.875006","3.529733","3.1"
1300839,"0.941884","5.14062","4.8","0.949382","3.22212","3.1"
1300904,"0.901037","4.655109","4.2","0.936395","3.779239","3.5"
1301001,"0.894663","5.244536","4.7","0.968543","3.577974","3.5"
1301100,"0.948068","5.121543","4.9","0.877963","3.783657","3.3"
1301159,"0.951588","4.81383","4.6","0.938779","3.705203","3.5"
1301209,"0.966403","4.887613","4.7","0.92506","3.613296","3.3"
1301308,"0.936091","4.78529","4.5","0.854133","3.778838","3.2"
1301407,"0.953056","4.42328","4.2","0.885919","3.794337","3.4"
1301506,"0.989363","5.007718","5","0.937906","-","-"
1301605,"0.898885","4.152498","3.7","0.829292","3.028361","2.5"
1301654,"0.943487","4.687423","4.4","0.757514","-","-"
1301704,"0.958996","5.116501","4.9","0.854389","3.956313","3.4"
1301803,"0.812209","4.437575","3.6","0.815448","3.107199","2.5"
1301852,"0.910211","4.877995","4.4","0.912448","3.615798","3.3"
1301902,"0.994389","5.503133","5.5","0.928113","3.731208","3.5"
1301951,"0.876838","5.680183","5","0.90342","3.224722","2.9"
1302009,"0.988166","5.165867","5.1","0.92426","4.173586","3.9"
1302108,"0.92274","5.993024","5.5","0.850121","3.74201","3.2"
1302207,"0.826411","5.062293","4.2","0.840992","3.538442","3"
1302306,"0.928103","4.255187","3.9","0.758034","3.261945","2.5"
1302405,"0.903135","4.826203","4.4","0.921251","3.585393","3.3"
1302504,"0.999199","5.169287","5.2","0.971173","3.812352","3.7"
1302553,"0.9691","4.761112","4.6","0.997329","3.17893","3.2"
1302603,"0.990599","5.774588","5.7","0.931167","4.067058","3.8"
1302702,"0.958877","5.125247","4.9","0.920825","3.565983","3.3"
1302801,"0.89127","3.881121","3.5","0.92297","3.026332","2.8"
1302900,"0.9019","5.512567","5","0.806937","3.646706","2.9"
1303007,"0.9336","5.547777","5.2","0.930965","3.755117","3.5"
1303106,"0.956901","5.163248","4.9","0.856526","3.528371","3"
1303205,"0.931505","5.529849","5.2","0.918878","3.790398","3.5"
1303304,"0.988584","4.816495","4.8","0.994636","3.568779","3.5"
1303403,"0.964836","5.676529","5.5","0.966646","3.992304","3.9"
1303502,"0.765936","4.112852","3.2","0.844424","3.428369","2.9"
1303536,"0.916089","5.416443","5","0.893493","4.266306","3.8"
1303569,"0.992982","5.034314","5","0.780504","3.236657","2.5"
1303601,"0.973345","4.794437","4.7","0.955546","3.276447","3.1"
1303700,"0.881851","4.971414","4.4","0.881078","3.503478","3.1"
1303809,"0.910338","5.012715","4.6","0.835023","3.354919","2.8"
1303908,"0.961849","4.5906","4.4","0.900078","2.990346","2.7"
1303957,"0.984377","4.768284","4.7","0.862715","3.709744","3.2"
1304005,"0.996784","5.247949","5.2","0.976282","3.280421","3.2"
1304062,"0.959881","4.95054","4.8","0.938847","3.345425","3.1"
1304104,"0.970109","4.956027","4.8","0.978651","3.899637","3.8"
1304203,"0.988145","5.160587","5.1","0.761544","3.954753","3"
1304237,"0.983467","3.961824","3.9","0.941567","3.429269","3.2"
1304260,"0.842291","4.689489","3.9","0.878479","3.782408","3.3"
1304302,"0.997393","5.031222","5","0.955584","3.315903","3.2"
1304401,"0.959827","5.06908","4.9","0.973225","3.58753","3.5"
1400027,"0.980684","-","-","0.881997","-","-"
1400050,"0.989989","-","-","0.91633","-","-"
1400100,"0.971116","5.668875","5.5","0.850695","-","-"
1400159,"0.972688","4.629905","4.5","0.782394","-","-"
1400175,"-","-","-","0.931477","-","-"
1400209,"0.9483","-","-","0.838836","-","-"
1400233,"0.982702","-","-","0.912397","-","-"
1400282,"1","4.749356","4.7","0.847433","-","-"
1400308,"0.993793","4.593495","4.6","0.84963","-","-"
1400407,"0.981701","-","-","0.907401","-","-"
1400456,"-","-","-","0.961802","-","-"
1400472,"0.999199","-","-","0.854257","-","-"
1400506,"1","-","-","0.910467","-","-"
1400605,"0.998592","-","-","-","-","-"
1400704,"0.963486","-","-","0.956542","-","-"
1500107,"0.88833","4.767322","4.2","0.847833","3.834026","3.3"
1500131,"0.995363","5.167859","5.1","0.764236","-","-"
1500206,"0.998599","4.699099","4.7","0.545536","-","-"
1500305,"0.845432","4.228043","3.6","0.697144","-","-"
1500347,"0.892131","4.861192","4.3","0.52731","-","-"
1500404,"0.92003","4.656687","4.3","0.663731","3.787551","2.5"
1500503,"0.862779","4.7055","4.1","0.501404","-","-"
1500602,"0.997799","5.297977","5.3","0.696277","4.396045","3.1"
1500701,"0.734006","4.474638","3.3","0.76754","-","-"
1500800,"0.977709","5.503577","5.4","0.718251","4.155234","3"
1500859,"0.879104","4.762998","4.2","0.469294","-","-"
1500909,"1","4.450658","4.5","0.719604","3.452979","2.5"
1500958,"0.997395","4.535512","4.5","0.724408","3.447849","2.5"
1501006,"0.969963","-","-","0.808496","-","-"
1501105,"0.97124","3.907765","3.8","0.979427","-","-"
1501204,"0.856247","4.106145","3.5","0.749509","3.640894","2.7"
1501253,"0.745103","-","-","0.604304","-","-"
1501303,"0.970399","4.846769","4.7","0.725145","-","-"
1501402,"0.938913","5.312829","5","0.744652","4.212877","3.1"
1501451,"0.933534","5.399993","5","0.751216","-","-"
1501501,"1","6.154973","6.2","0.756926","4.051149","3.1"
1501576,"0.958295","5.209343","5","0.685522","-","-"
1501600,"0.956279","5.186222","5","0.622377","3.307621","2.1"
1501709,"0.927367","4.898808","4.5","0.752038","3.765629","2.8"
1501725,"0.994182","5.160846","5.1","0.689101","-","-"
1501758,"0.950333","5.109617","4.9","0.509792","-","-"
1501782,"0.996981","4.449272","4.4","0.659118","-","-"
1501808,"0.9994","-","-","0.623088","-","-"
1501907,"0.998998","4.462018","4.5","0.718045","3.550795","2.5"
1501956,"1","4.545558","4.5","0.574573","-","-"
1502004,"0.857767","4.896515","4.2","0.691231","3.682101","2.5"
1502103,"0.934767","4.522035","4.2","0.762756","3.876382","3"
1502152,"0.977156","4.888269","4.8","0.455869","-","-"
1502202,"0.928024","5.370287","5","0.657984","3.899505","2.6"
1502301,"0.899997","5.243766","4.7","0.661771","3.798347","2.5"
1502400,"0.857258","5.158522","4.4","0.624887","-","-"
1502509,"0.909143","-","-","0.743596","-","-"
1502608,"0.895686","4.945666","4.4","0.869026","3.685384","3.2"
1502707,"0.99097","4.989775","4.9","0.720859","-","-"
1502756,"0.978532","4.590119","4.5","0.655839","3.410276","2.2"
1502764,"0.994578","-","-","0.616004","3.562919","2.2"
1502772,"0.998198","5.29839","5.3","0.72146","-","-"
1502806,"0.83502","4.453352","3.7","0.60714","-","-"
1502855,"0.954661","4.399402","4.2","0.808282","-","-"
1502905,"0.991376","4.546359","4.5","0.78116","3.840282","3"
1502939,"0.928991","5.451271","5.1","0.533163","4.108964","2.2"
1502954,"0.992099","4.427611","4.4","0.636157","-","-"
1503002,"1","4.469432","4.5","0.731298","-","-"
1503044,"0.99659","4.550516","4.5","0.745351","-","-"
1503077,"0.793042","5.09391","4","0.692266","3.509932","2.4"
1503093,"0.994768","4.751099","4.7","0.594248","-","-"
1503101,"0.937049","4.480991","4.2","0.5871","-","-"
1503200,"0.989113","4.17345","4.1","0.807061","3.762256","3"
1503309,"0.997393","4.877576","4.9","0.750933","3.757357","2.8"
1503408,"0.985958","4.691879","4.6","0.667929","-","-"
1503457,"0.993764","4.670341","4.6","0.755958","-","-"
1503507,"0.989796","4.427395","4.4","0.69046","3.632075","2.5"
1503606,"0.870764","5.42368","4.7","0.691473","4.052885","2.8"
1503705,"0.885198","4.231455","3.7","0.608616","3.766319","2.3"
1503754,"-","-","-","0.663427","-","-"
1503804,"0.971532","4.455883","4.3","0.621491","3.887949","2.4"
1503903,"0.992752","4.773328","4.7","0.854208","3.623872","3.1"
1504000,"0.967725","-","-","0.713583","3.62637","2.6"
1504059,"0.992553","5.133552","5.1","0.75725","4.176459","3.2"
1504109,"0.991622","-","-","0.858829","-","-"
1504208,"0.976428","5.161015","5","0.723543","4.113483","3"
1504307,"0.951297","4.764078","4.5","0.793492","3.46199","2.7"
1504406,"0.984855","4.620402","4.6","0.718216","3.660321","2.6"
1504422,"0.937977","5.093624","4.8","0.833237","4.208976","3.5"
1504455,"0.855321","4.875026","4.2","0.7093","-","-"
1504505,"1","-","-","0.684006","-","-"
1504604,"0.895647","4.169457","3.7","0.754497","-","-"
1504703,"0.9988","4.863368","4.9","0.849155","3.37457","2.9"
1504752,"1","4.86371","4.9","0.805803","-","-"
1504802,"0.916353","4.491257","4.1","0.749376","3.996667","3"
1504901,"0.931927","4.270319","4","0.677357","-","-"
1504950,"0.974902","4.596139","4.5","0.681272","-","-"
1504976,"0.820357","4.738487","3.9","0.705035","-","-"
1505007,"0.98611","5.162675","5.1","0.826166","4.014804","3.3"
1505031,"1","5.022652","5","0.507793","-","-"
1505064,"0.974181","4.91718","4.8","0.624064","-","-"
1505106,"0.924508","4.88911","4.5","0.817373","3.674008","3"
1505205,"0.999199","4.163745","4.2","0.638337","-","-"
1505304,"0.998197","4.906122","4.9","0.85364","4.09284","3.5"
1505403,"0.804047","5.373306","4.3","0.829157","3.594486","3"
1505437,"0.976956","4.947808","4.8","0.690798","4.074294","2.8"
1505486,"0.873451","4.521599","3.9","0.692206","4.215113","2.9"
1505494,"0.870554","4.759391","4.1","0.490509","-","-"
1505502,"0.999399","5.421395","5.4","0.754624","-","-"
1505536,"0.993795","5.423849","5.4","0.740383","-","-"
1505551,"0.996986","4.550631","4.5","0.837406","-","-"
1505601,"0.881712","5.891277","5.2","0.765707","3.886742","3"
1505635,"0.973522","-","-","0.545783","-","-"
1505650,"0.98115","5.414362","5.3","0.853636","-","-"
1505700,"0.977813","5.028852","4.9","0.817687","3.797533","3.1"
1505809,"0.703436","4.564301","3.2","0.668497","3.828025","2.6"
1505908,"0.926874","5.106017","4.7","0.647757","3.402143","2.2"
1506005,"0.953491","4.472947","4.3","0.807554","3.496907","2.8"
1506104,"0.93681","4.896885","4.6","0.790768","-","-"
1506112,"0.972929","5.028062","4.9","0.812681","3.784229","3.1"
1506138,"0.951491","5.114309","4.9","0.701914","-","-"
1506161,"-","-","-","0.61993","-","-"
1506187,"0.905533","5.431182","4.9","0.817502","-","-"
1506195,"0.962883","5.2121","5","0.783951","-","-"
1506203,"0.986973","4.838309","4.8","0.73376","3.875639","2.8"
1506302,"0.894428","5.056894","4.5","0.735648","3.996718","2.9"
1506351,"0.979677","5.528509","5.4","0.777654","3.874067","3"
1506401,"0.931579","4.491681","4.2","0.705092","3.278356","2.3"
1506500,"0.969394","4.87674","4.7","0.712681","3.960694","2.8"
1506559,"0.957848","4.544117","4.4","0.850984","-","-"
1506583,"0.944555","-","-","0.809059","-","-"
1506609,"0.855149","5.105986","4.4","0.649298","3.919853","2.5"
1506708,"0.869199","4.208593","3.7","0.533471","-","-"
1506807,"0.998599","5.373672","5.4","0.816216","4.22495","3.4"
1506906,"0.99839","4.881933","4.9","0.788976","-","-"
1507003,"0.904629","4.594473","4.2","0.742285","3.683567","2.7"
1507102,"0.956859","5.070179","4.9","0.751771","-","-"
1507151,"0.962299","4.485371","4.3","0.576194","-","-"
1507201,"0.726231","4.405352","3.2","0.65547","3.61793","2.4"
1507300,"-","-","-","0.462168","-","-"
1507409,"0.937949","4.459407","4.2","0.775602","-","-"
1507458,"0.933743","4.874131","4.6","0.71126","3.935739","2.8"
1507466,"0.993741","4.884031","4.9","0.721258","-","-"
1507474,"0.9883","4.297094","4.2","0.691603","-","-"
1507508,"0.963466","-","-","0.619705","-","-"
1507607,"0.889237","5.102152","4.5","0.744061","3.981114","3"
1507706,"0.97017","4.559761","4.4","0.694768","-","-"
1507755,"0.803212","5.384543","4.3","0.506615","-","-"
1507805,"0.982147","4.903411","4.8","0.490753","-","-"
1507904,"0.813775","4.422335","3.6","0.648424","-","-"
1507953,"0.918616","4.830695","4.4","0.800035","-","-"
1507961,"0.993767","4.632185","4.6","0.5196","-","-"
1507979,"0.998794","5.610566","5.6","0.682193","-","-"
